transaction_id,wallet_id,timestamp,transaction_type,amount_ngn,fee_ngn,balance_after_ngn,agent_id,channel,device_os,kyc_tier,fraud_flag,churn_30d,is_amount_ngn_outlier,is_fee_ngn_outlier,is_balance_after_ngn_outlier
670cb466-5b2f-4b58-97dd-01bb8e1ec334,WLT-00011948,2024-01-26 09:47:00,airtime,200.0,10.0,12526.048441827523,,ussd,feature_phone,tier1,False,False,False,False,False
43e8b4cf-c0af-42de-a7c5-2fe8918a02ce,WLT-00000012,2024-04-07 12:28:00,airtime,200.0,10.0,9270.42482376136,,app,feature_phone,tier1,False,False,False,False,False
39d3c5f9-36cf-4a09-b419-d39c06101803,WLT-00096156,2024-03-29 17:18:00,billpay,2550.0,10.0,6235.176425051529,,ussd,android,tier1,False,False,False,False,False
60bdf171-b574-4afc-bf4e-fbeb6b701ce2,WLT-00241010,2024-05-10 13:37:00,cashin,100.0,10.0,39951.111769469,AGT-00006361,app,android,tier1,False,False,False,False,True
348cd189-43fa-44e5-b212-54f8b03671a3,WLT-00234927,2024-03-12 18:24:00,airtime,2000.0,10.0,1532.9804795318712,,app,android,tier2,False,False,False,False,False
47b9f201-a9b8-452e-8ae0-6d0c977a2f98,WLT-00000066,2024-03-08 19:14:00,billpay,3100.0,10.0,7664.549890907133,,ussd,android,tier1,False,False,False,False,False
3e0546c1-b992-4305-bacb-0cd058d125ea,WLT-00000318,2024-05-16 06:06:00,airtime,1000.0,10.0,2398.7820947052796,,app,feature_phone,tier2,False,False,False,False,False
e617a26d-4375-43b8-93f8-439807474860,WLT-00036065,2024-01-03 11:11:00,billpay,2450.0,10.0,962.173640956361,,app,android,tier1,False,True,False,False,False
1b4b0a12-339e-4365-a770-d94bfbbad59a,WLT-00000007,2024-03-04 10:34:00,cashin,1500.0,10.0,38504.7403455098,AGT-00005317,ussd,android,tier1,False,False,False,False,True
f6063899-e3fc-48b0-9ef8-fae1a7283fe8,WLT-00126883,2024-02-02 23:25:00,cashin,44300.0,200.0,3725.176634762603,AGT-00002373,app,android,tier2,False,False,True,True,False
009ef875-3a77-472d-8d91-a37647b178f4,WLT-00049902,2024-01-13 13:45:00,p2p_send,300.0,10.0,1371.3007895167982,,app,android,tier2,False,False,False,False,False
8b876c37-27b2-486a-8bd0-5d12f54321f2,WLT-00001388,2024-06-10 16:49:00,p2p_send,700.0,10.0,2432.737756225364,,app,android,tier1,False,False,False,False,False
fbd28459-6283-4490-8d18-57fb5022f61a,WLT-00031026,2024-01-29 11:15:00,p2p_send,3000.0,10.0,64632.01260684468,,app,feature_phone,tier1,False,False,False,False,True
8f31956c-b6ea-422f-817f-eeec97941906,WLT-00000001,2024-04-06 19:10:00,p2p_send,350.0,10.0,8412.415658516904,,app,android,tier2,False,False,False,False,False
9f19cf41-7da2-4d76-8d1c-791f562ec81c,WLT-00004873,2024-04-21 13:32:00,airtime,2000.0,10.0,1399.6868987843886,,ussd,android,tier1,False,False,False,False,False
15753a21-b6e1-437b-942c-1bb5dd397436,WLT-00007887,2024-03-26 09:00:00,cashout,2550.0,10.0,13856.311326648547,AGT-00000437,ussd,feature_phone,tier1,False,False,False,False,False
cf7480b3-8d3e-4de9-9aae-88cfdebd7f14,WLT-00001001,2024-03-15 15:01:00,airtime,1500.0,10.0,3683.4042717786365,,ussd,feature_phone,tier2,False,False,False,False,False
004a81aa-6998-4108-93f8-6ce80da85969,WLT-00339795,2024-06-21 14:06:00,p2p_receive,600.0,10.0,9160.416252422949,,agent,ios,tier1,False,False,False,False,False
5a6bd461-e034-4214-bb55-9e1c7e5f42f7,WLT-00372401,2024-04-04 20:29:00,airtime,1000.0,10.0,19284.833460602673,,app,ios,tier1,False,False,False,False,False
92f9fa79-a0f9-43b0-9752-f9d17841d803,WLT-00189139,2024-04-02 18:32:00,airtime,500.0,10.0,27155.000373158146,,ussd,android,tier1,False,True,False,False,False
31f688b4-e83d-467f-8dc1-9fac0c1d21a7,WLT-00000148,2024-01-06 07:43:00,cashin,2250.0,10.0,20240.05586875057,AGT-00005294,ussd,feature_phone,tier1,False,False,False,False,False
bfbd9a6a-9576-489c-80c1-32ae105a8425,WLT-00311487,2024-05-20 12:37:00,p2p_receive,2500.0,10.0,15532.8190404821,,ussd,android,tier1,False,False,False,False,False
c7b04958-1d83-4032-97fb-6edd77bed07b,WLT-00000004,2024-01-02 06:26:00,p2p_send,650.0,10.0,18813.747659127377,,ussd,feature_phone,tier2,False,False,False,False,False
aa4feb59-2a77-46da-892a-27c1967784de,WLT-00180734,2024-03-25 09:35:00,p2p_receive,1000.0,10.0,4036.60157255782,,app,android,tier2,False,False,False,False,False
ef1729a9-c3a0-4635-9f5a-d86d003dd9fc,WLT-00000108,2024-01-22 10:21:00,billpay,100.0,10.0,30704.576723004233,,ussd,android,tier1,False,False,False,False,False
3d2006b8-cc64-4656-b16b-337911380362,WLT-00017236,2024-04-01 10:19:00,p2p_send,4050.0,10.0,8389.387970743088,,ussd,android,tier1,False,False,False,False,False
94a47a69-49aa-4af2-bde4-ee0602529b44,WLT-00008316,2024-01-27 13:33:00,p2p_send,1800.0,10.0,10148.994493216902,,agent,feature_phone,tier1,False,False,False,False,False
7eeaacfd-0961-4782-b6f0-c4270f8d9468,WLT-00073249,2024-02-18 20:04:00,p2p_receive,900.0,10.0,4207.950439246126,,app,android,tier1,False,False,False,False,False
5b854390-4200-4211-8eb4-14ce5dd61329,WLT-00019313,2024-01-10 18:16:00,p2p_send,2600.0,10.0,8666.480635910239,,ussd,android,tier1,False,False,False,False,False
a53d71f3-da81-46e9-ab33-05bbd9f58831,WLT-00071329,2024-06-03 23:45:00,p2p_receive,19400.0,194.0,3592.8383364200163,,ussd,android,tier1,False,False,True,True,False
e9e30e8e-0c71-4ad2-aae5-529379da11c6,WLT-00021963,2024-03-15 13:45:00,cashout,250.0,10.0,7232.617845176086,AGT-00007187,app,android,tier2,False,False,False,False,False
374529fe-1f67-4236-9928-b0406a053d7e,WLT-00000298,2024-04-07 15:38:00,airtime,500.0,10.0,18943.574341235068,,ussd,android,tier1,False,False,False,False,False
dde15ae0-fbea-48b5-8258-6f53ac23e87e,WLT-00000001,2024-05-23 23:57:00,cashout,41300.0,200.0,9145.206615235847,AGT-00004656,app,android,tier2,False,False,True,True,False
2ecdd731-9140-4959-b2ab-73e0fa89a3d8,WLT-00046349,2024-06-14 17:36:00,airtime,2000.0,10.0,1684.7730699423653,,agent,android,tier1,False,False,False,False,False
4819c177-ee15-4bd8-a9cb-e8161cd8bae4,WLT-00001284,2024-06-03 16:43:00,p2p_receive,3600.0,10.0,11049.359449040787,,ussd,android,tier1,False,False,False,False,False
23cb21be-1112-4b23-9fbe-f1dedd320134,WLT-00032948,2024-04-13 23:22:00,p2p_send,4500.0,10.0,30065.30608077879,,ussd,android,tier1,False,False,False,False,False
8b760d19-78f8-42bb-b622-12500efbbd8a,WLT-00000264,2024-01-15 18:50:00,p2p_send,14750.0,147.5,5651.522766746422,,ussd,android,tier2,False,False,True,True,False
ae81a763-efe0-42bd-84f4-b7bdaab13d05,WLT-00000126,2024-03-21 10:01:00,p2p_receive,300.0,10.0,9014.709526571016,,app,feature_phone,tier1,False,False,False,False,False
2bbc7e1e-f2f5-4779-8c23-773b5890a95b,WLT-00019840,2024-01-05 09:00:00,p2p_receive,1000.0,10.0,2381.2751276101103,,ussd,feature_phone,tier1,False,False,False,False,False
f992abe2-8196-4fd3-be97-d615bd6afe09,WLT-00000002,2024-06-28 21:09:00,p2p_receive,250.0,10.0,12024.32008582159,,ussd,android,tier1,False,False,False,False,False
6bb44055-880b-4f60-bae3-95d6ba945348,WLT-00089902,2024-06-29 18:17:00,cashin,7950.0,79.5,7348.437237297186,AGT-00001165,ussd,feature_phone,tier2,False,False,False,True,False
e84a3686-9b56-4b93-b280-28a01c96e276,WLT-00020758,2024-01-20 16:25:00,p2p_receive,2250.0,10.0,71518.89398816026,,agent,android,tier1,False,False,False,False,True
41786d7a-4ba0-47c1-a869-b52c8405075f,WLT-00004555,2024-04-22 08:18:00,airtime,200.0,10.0,4591.395868512026,,app,feature_phone,tier2,False,False,False,False,False
2b840121-d7f9-44fd-9a91-a4e61525a779,WLT-00109888,2024-03-30 20:46:00,billpay,3300.0,10.0,12678.015728735934,,ussd,feature_phone,tier2,False,False,False,False,False
8846766e-5170-4e38-a4ee-28c38f575c21,WLT-00009142,2024-02-16 18:14:00,p2p_send,650.0,10.0,15728.821672893357,,ussd,android,tier1,False,False,False,False,False
b759f1ed-6415-45e8-8ec6-2bc3119c0e82,WLT-00004532,2024-02-26 12:57:00,cashout,16800.0,168.0,59990.65897620529,AGT-00000306,ussd,android,tier1,True,False,True,True,True
899b497a-85ba-4b02-addc-c6cf872b112d,WLT-00004846,2024-01-22 20:46:00,p2p_receive,10000.0,100.0,20753.97558974603,,agent,feature_phone,tier1,False,False,True,True,False
88c125f5-6e6a-4db5-8119-fae6da62c186,WLT-00000082,2024-04-12 11:59:00,p2p_receive,1200.0,10.0,4948.580504021899,,app,feature_phone,tier2,False,False,False,False,False
360b9195-2ddf-45a7-a657-937ddaab675e,WLT-00000001,2024-01-13 12:32:00,cashout,1550.0,10.0,11025.005342229844,AGT-00002514,ussd,android,tier2,True,False,False,False,False
4170469e-4592-43bf-952c-ff7ba707ef79,WLT-00000434,2024-04-26 12:11:00,p2p_send,39300.0,200.0,12449.371496685353,,app,android,tier1,False,False,True,True,False
7dde2afd-945d-4518-8496-688b4be9c3ad,WLT-00026216,2024-04-05 17:33:00,cashout,5400.0,54.0,9161.088496835275,AGT-00007278,app,android,tier2,False,False,False,True,False
7cb534c3-39af-4a4d-8e5b-37efe30ed6dd,WLT-00000218,2024-06-16 09:37:00,cashin,3600.0,10.0,52275.25704818704,AGT-00006003,ussd,ios,tier1,False,False,False,False,True
b84f99dd-c5a0-4bae-a977-f8a773c0632c,WLT-00000144,2024-05-16 19:11:00,p2p_receive,1750.0,10.0,16586.959665523995,,agent,android,tier2,False,False,False,False,False
e6be0633-a204-41fe-adb2-0b8faf66e5c4,WLT-00138678,2024-03-04 07:34:00,p2p_receive,200.0,10.0,16520.471706367174,,ussd,feature_phone,tier1,False,False,False,False,False
d254fa00-26e3-4c6a-84bb-533259d9850c,WLT-00375890,2024-03-23 20:15:00,p2p_receive,1400.0,10.0,23748.780819707466,,ussd,feature_phone,tier2,False,False,False,False,False
8fd3b628-d27d-4fd2-838f-6bea536c6b61,WLT-00000030,2024-06-14 20:50:00,cashout,650.0,10.0,13741.624302017846,AGT-00002744,ussd,feature_phone,tier3,False,False,False,False,False
30931128-a07d-41b2-a0d3-2846f2de7a67,WLT-00176757,2024-06-16 21:23:00,cashin,6600.0,66.0,2714.9352714265783,AGT-00001913,agent,feature_phone,tier1,False,False,False,True,False
9399cfb2-a0c4-43c0-8ec6-4313a2a6f9ce,WLT-00019011,2024-02-22 14:11:00,cashout,12500.0,125.0,1602.252916598874,AGT-00004677,ussd,android,tier1,False,False,True,True,False
cf033b68-17c2-4dc1-9f92-312d27a1bc14,WLT-00008106,2024-03-12 23:39:00,airtime,2000.0,10.0,9522.965029659443,,ussd,android,tier1,False,False,False,False,False
3a602457-76db-4460-99c4-73f21f9da490,WLT-00000407,2024-02-22 18:58:00,airtime,200.0,10.0,3166.48760028774,,agent,android,tier1,False,True,False,False,False
87c20be3-b6c3-4a54-bb11-c71efaefb8d3,WLT-00000730,2024-04-13 15:14:00,cashin,300.0,10.0,14567.213717270566,AGT-00003866,ussd,feature_phone,tier1,False,False,False,False,False
fe7fca83-d8c2-4847-9624-0daf0b86251a,WLT-00000006,2024-04-18 07:14:00,airtime,2000.0,10.0,2710.5175779412716,,app,android,tier1,False,True,False,False,False
6f247be7-b037-4e21-9b05-3b424214fad4,WLT-00000153,2024-05-12 13:14:00,billpay,16050.0,160.5,1940.2379051393277,,ussd,android,tier1,False,False,True,True,False
950eb212-f970-40b6-a39b-8c4dc22c80bc,WLT-00252453,2024-06-09 19:21:00,billpay,3550.0,10.0,4440.784547220393,,agent,android,tier2,False,False,False,False,False
f874df63-4e26-48c2-b86e-a726dca8a43a,WLT-00000158,2024-01-16 20:53:00,billpay,1350.0,10.0,38562.81869681428,,ussd,android,tier1,False,False,False,False,True
47b97802-b24f-463a-ad2a-8a8aeae35696,WLT-00277864,2024-05-14 11:22:00,airtime,2000.0,10.0,4038.5222214662413,,ussd,android,tier1,False,True,False,False,False
0ac7dd94-9680-46cf-9ca9-a692d8e94a92,WLT-00000123,2024-04-13 10:42:00,airtime,2000.0,10.0,4023.3563115017137,,app,android,tier1,False,False,False,False,False
3486149f-03b3-4438-ac4e-8a799065a601,WLT-00020615,2024-03-15 12:18:00,p2p_send,7100.0,71.0,732.1760373582179,,ussd,android,tier2,False,True,False,True,False
30237149-e463-487d-a323-9e5881697391,WLT-00000005,2024-06-20 12:33:00,billpay,2650.0,10.0,49716.319395264814,,ussd,android,tier1,False,False,False,False,True
591e7a05-f127-47e8-92f1-9daa1473ffbc,WLT-00000001,2024-06-24 19:29:00,p2p_send,450.0,10.0,8232.589360687354,,agent,android,tier2,False,False,False,False,False
840446c6-d918-42eb-a096-735ae544ff93,WLT-00000063,2024-02-01 17:49:00,p2p_send,3000.0,10.0,3657.871197893841,,ussd,android,tier1,False,False,False,False,False
bcb9f83e-f299-472a-bd2e-3e3e4d70e2ec,WLT-00049514,2024-05-09 16:35:00,p2p_send,650.0,10.0,20891.219557505516,,app,android,tier1,False,False,False,False,False
66d54375-8b15-4932-b6a4-02f707374907,WLT-00000002,2024-03-10 06:57:00,airtime,200.0,10.0,30478.217079406306,,agent,ios,tier1,False,True,False,False,False
dba6929a-e1ae-4154-8a49-53eb7e8c1c2f,WLT-00000008,2024-01-02 13:05:00,cashin,500.0,10.0,5661.330982040585,AGT-00000908,ussd,feature_phone,tier2,False,False,False,False,False
3953155e-4eb8-422b-9a4e-cb1f0eefd24d,WLT-00000947,2024-06-27 19:14:00,p2p_send,350.0,10.0,4915.492535114537,,app,feature_phone,tier1,False,False,False,False,False
d074bb4b-a6db-4475-ad6e-fe3d415ee5b2,WLT-00000577,2024-05-30 12:38:00,cashout,4150.0,10.0,6833.897980087361,AGT-00005351,app,feature_phone,tier1,False,False,False,False,False
9afe4691-ba99-4705-adf6-7ce873f4fab9,WLT-00000807,2024-02-11 09:50:00,p2p_receive,7600.0,76.0,10709.624254748414,,app,ios,tier2,False,False,False,True,False
862c33a6-acee-4799-a6a3-247de76365d8,WLT-00006015,2024-01-02 12:47:00,cashout,5450.0,54.5,1155.7270789994036,AGT-00002125,agent,android,tier1,False,False,False,True,False
733e585a-ab9f-4675-8bd5-9132cd73821d,WLT-00000090,2024-04-06 19:16:00,p2p_send,2450.0,10.0,24768.018658766487,,ussd,android,tier2,False,False,False,False,False
70335f28-1593-48de-ab78-4eef3b6fee9f,WLT-00000002,2024-01-07 15:04:00,cashin,39800.0,200.0,12049.000706187315,AGT-00004354,ussd,android,tier1,False,False,True,True,False
24f68192-e170-49e1-970d-eec5a61d576c,WLT-00000040,2024-06-26 19:54:00,p2p_receive,1100.0,10.0,39521.75156741783,,agent,feature_phone,tier1,False,False,False,False,True
52a5ed80-ccc4-4cf0-891c-9198596ab27e,WLT-00158761,2024-01-17 14:43:00,p2p_send,650.0,10.0,29405.351610446884,,ussd,android,tier1,False,False,False,False,False
62076a8a-88b4-4927-90a7-44ba833effb6,WLT-00000168,2024-03-17 18:38:00,p2p_send,450.0,10.0,44786.03226358794,,ussd,android,tier1,False,False,False,False,True
319e600a-fa17-4f3a-a008-d8ac0deba6cf,WLT-00008664,2024-05-13 13:49:00,cashin,7400.0,74.0,4261.554957529986,AGT-00009908,app,android,tier1,False,False,False,True,False
2ba87abb-7fa5-40dc-9b07-e4e87840041a,WLT-00000156,2024-01-31 21:39:00,cashout,1450.0,10.0,22254.382845827386,AGT-00000789,ussd,android,tier1,False,False,False,False,False
5c7023c4-6aa2-4bbf-a9fc-48ec715f3a34,WLT-00359144,2024-05-12 21:50:00,p2p_receive,1350.0,10.0,2537.1015245356557,,ussd,feature_phone,tier1,False,False,False,False,False
94138135-3e7e-4e77-aad6-2d46fbf55d73,WLT-00000360,2024-03-31 20:58:00,p2p_send,1750.0,10.0,5611.583467260292,,ussd,ios,tier2,False,False,False,False,False
475d8adc-b1aa-45ea-8d13-1c01c7a0313d,WLT-00000056,2024-01-25 10:02:00,airtime,1500.0,10.0,14009.73553595113,,agent,feature_phone,tier1,False,True,False,False,False
af92dc9b-ce81-4e7c-ab8d-cc2bca104304,WLT-00027145,2024-04-06 18:23:00,cashin,1450.0,10.0,3135.3685164362364,AGT-00004715,app,android,tier2,False,False,False,False,False
c8b96aca-5262-48a9-9cec-11f76aa5f1ca,WLT-00001606,2024-03-08 12:30:00,airtime,500.0,10.0,2424.798597463415,,app,android,tier2,False,False,False,False,False
c237ee29-6b49-45b8-92ea-c28a25d10d5f,WLT-00035074,2024-05-25 18:16:00,airtime,500.0,10.0,1792.6309589899902,,ussd,android,tier3,False,False,False,False,False
94724fd1-9858-43e6-9faf-9c58e7767bf8,WLT-00039683,2024-03-09 19:22:00,p2p_send,14850.0,148.5,17200.78095770638,,ussd,feature_phone,tier1,False,False,True,True,False
9ab26292-b932-4add-a92e-bdf0f49bf896,WLT-00057389,2024-06-29 18:26:00,p2p_receive,2950.0,10.0,5726.884000366553,,ussd,feature_phone,tier2,False,False,False,False,False
560ad4d4-5316-473d-b4d4-090839ddbe31,WLT-00000075,2024-02-16 12:09:00,data,1000.0,10.0,5744.889709825796,,agent,android,tier1,False,False,False,False,False
7780e27e-e7c5-4def-b62c-5ae47371d018,WLT-00000041,2024-03-25 08:32:00,airtime,200.0,10.0,10695.788807473982,,ussd,android,tier2,False,False,False,False,False
7ba3664c-87cc-4c83-a774-a53443e359e7,WLT-00000001,2024-04-23 11:14:00,cashout,3450.0,10.0,6976.732053367976,AGT-00003094,ussd,android,tier2,True,False,False,False,False
29e99008-79ea-4c0c-b59c-10a08fb4f738,WLT-00121826,2024-03-19 05:47:00,cashin,1950.0,10.0,11964.819824168868,AGT-00005661,app,android,tier1,False,False,False,False,False
027b77e4-43c0-44a1-b7be-b16f8dddfb06,WLT-00165014,2024-02-18 07:25:00,cashin,9650.0,96.5,1932.1527565879724,AGT-00006699,ussd,android,tier1,False,False,True,True,False
a65d82c6-8996-4361-8547-f59ec15a5357,WLT-00100358,2024-01-04 19:20:00,p2p_receive,1300.0,10.0,23593.459449025166,,ussd,android,tier3,False,False,False,False,False
f6034ef6-9948-4bd6-947d-2f5cd6695057,WLT-00262080,2024-05-23 15:53:00,billpay,5400.0,54.0,2686.6666043953046,,agent,android,tier2,False,False,False,True,False
7ca24277-0822-4570-a533-0fe32f5f0dcc,WLT-00024236,2024-03-10 19:11:00,cashout,10850.0,108.5,4617.941310136443,AGT-00009680,app,android,tier1,True,False,True,True,False
355dc3fa-717a-4104-b73a-92675c7c0823,WLT-00001000,2024-04-28 16:45:00,cashin,43150.0,200.0,23210.973179737684,AGT-00008560,ussd,feature_phone,tier1,False,False,True,True,False
2e173e61-18aa-4a28-93ab-843dbabc9011,WLT-00055361,2024-05-28 09:40:00,airtime,1500.0,10.0,6748.284188908996,,ussd,android,tier2,False,False,False,False,False
5fae9387-df62-4750-a3cb-55fbcae7862b,WLT-00003812,2024-06-04 11:13:00,p2p_send,2250.0,10.0,11648.546234806041,,app,ios,tier1,False,False,False,False,False
a8a9f745-9f44-43a9-a5b9-c2823bf26b1e,WLT-00000002,2024-06-17 09:54:00,p2p_send,11050.0,110.5,10797.366482032265,,app,android,tier1,False,False,True,True,False
b4814705-3c0f-4d1d-b214-c871f02da929,WLT-00011287,2024-06-11 11:52:00,airtime,1500.0,10.0,4629.005408174665,,ussd,android,tier2,False,False,False,False,False
41df15bb-04f5-456b-864f-21254bb9a76e,WLT-00017410,2024-03-21 20:45:00,p2p_send,4150.0,10.0,13467.192665730503,,ussd,ios,tier2,False,False,False,False,False
209f6990-5baf-4d77-823c-de4b3b0931fd,WLT-00000120,2024-01-30 15:53:00,data,1500.0,10.0,5136.047688670683,,app,android,tier2,False,False,False,False,False
97a6ff91-1e8a-4ea2-b691-3e5d6431d912,WLT-00074632,2024-05-27 12:22:00,cashout,1300.0,10.0,7569.354163607898,AGT-00009056,app,android,tier1,False,False,False,False,False
8e341ede-f032-4a8b-9ce7-926a25f9e3b0,WLT-00000405,2024-04-26 12:56:00,cashout,900.0,10.0,4592.048584042129,AGT-00004526,agent,android,tier2,True,False,False,False,False
8539606e-820a-4255-96b2-8049d35af07e,WLT-00000921,2024-03-03 11:49:00,p2p_send,8750.0,87.5,89541.62355241283,,app,android,tier2,False,False,False,True,True
0a4d2ab6-70a9-4b8e-827a-da134060b82e,WLT-00111574,2024-01-28 18:17:00,p2p_send,8150.0,81.5,3441.892090753813,,ussd,android,tier3,False,False,False,True,False
4943f384-a34c-4660-be56-77015abb5b6b,WLT-00269228,2024-01-02 04:46:00,p2p_receive,1050.0,10.0,6082.619402074464,,ussd,android,tier1,False,False,False,False,False
ba8f576c-ff94-497b-98c3-d6d8ced7197d,WLT-00089536,2024-03-15 10:34:00,airtime,1500.0,10.0,3199.1947178815767,,app,android,tier2,False,False,False,False,False
60a21ba0-3729-4439-b27e-22764557e646,WLT-00020923,2024-05-25 14:42:00,cashin,7400.0,74.0,30523.29875070595,AGT-00005437,ussd,android,tier1,False,False,False,True,False
54157258-3479-4b40-bfe7-dd1aec5b4ea4,WLT-00000427,2024-03-10 16:46:00,p2p_send,20500.0,200.0,6177.319261754262,,ussd,android,tier2,False,False,True,True,False
4a7295d9-f365-49bb-afde-d34163b5eaed,WLT-00063966,2024-02-05 18:03:00,p2p_send,1250.0,10.0,3584.4619512655554,,ussd,android,tier1,False,False,False,False,False
77206e3a-a6ed-4f06-966c-5968b402e59e,WLT-00023769,2024-02-19 11:43:00,p2p_receive,1800.0,10.0,4639.0573482635455,,ussd,android,tier1,False,False,False,False,False
c3b6b7c3-1615-4c3b-9f37-3b2f5ef63989,WLT-00116217,2024-02-13 14:42:00,p2p_receive,2450.0,10.0,35973.443072427384,,app,android,tier3,False,False,False,False,True
703dee21-e3f0-4f9f-991b-2620d03c4cae,WLT-00021578,2024-01-10 19:43:00,p2p_send,2100.0,10.0,2805.4601926930286,,ussd,feature_phone,tier2,False,False,False,False,False
3659ba7e-01d6-44ae-a2a9-866e63c55984,WLT-00003297,2024-04-26 10:27:00,p2p_send,1350.0,10.0,2632.494478668121,,app,android,tier1,False,False,False,False,False
7c45bcb8-632c-4314-81d5-111558b2a8f1,WLT-00000434,2024-03-15 13:10:00,billpay,6550.0,65.5,6311.778108852119,,ussd,android,tier1,False,False,False,True,False
cff40422-1b3f-44cc-8f97-d6cdb13b0cd6,WLT-00001288,2024-01-20 11:43:00,cashin,3800.0,10.0,6123.841453517852,AGT-00007732,app,android,tier2,False,False,False,False,False
